script_path	language	pipeline_stage	purpose	entrypoint_or_reproduction_command	cli_options	declared_input_output_paths	line_count	sha256	documentation_status	catalogued_at_utc
scripts/export_supporting_evidence_tables.py	Python	tables_and_reproducibility	Export all available supporting evidence into publication-organized TSV tables. The exporter never synthesizes evidence. Existing tables are copied with provenance; missing sources receive a status row explaining that the corresponding analysis is unavailable in the current release. Network node/edge tables are produced only from real STRING/DoRothEA rows already acquired by the pipeline.	python -u scripts/export_supporting_evidence_tables.py --help	--functional-evidence;--output-root;--ranking	data/processed/expanded_pair_functional_evidence.tsv;data/processed/pharmacology/drug_response_selectivity.tsv;data/processed/pharmacology/pharmacology_evidence_long.tsv;data/processed/structures/alphafold_structure_manifest.tsv;data/processed/structures/nise_structural_residue_annotations.tsv;data/processed/structures/nise_structure_render_manifest.tsv;results/expanded_26Q1/discovery/all_target_dependency_screen.tsv;results/expanded_26Q1/full/expanded_crispr_phenotype_profiles.tsv;results/expanded_26Q1/full/expanded_dependency_contrasts.tsv;results/expanded_26Q1/full/expanded_expression_compensation.tsv;results/expanded_26Q1/full/expanded_expression_context_profiles.tsv;results/expanded_26Q1/full/expanded_rses_onco.tsv;results/expanded_26Q1/full/tcga_gene_event_summary.tsv;results/expanded_26Q1/pharmacology/pharmacology_ranked_hypotheses.tsv	321	cefaad3c460802b56b13bfe296ad948448c3a9944bc1ad73d0eef7fb19b5d2ef	documented_from_source	2026-07-24T00:44:27.228700+00:00
scripts/export_wgcna_regulatory_supporting_evidence.py	Python	expression_and_regulation	Export WGCNA, promoter, TF and methylation source tables into article outputs.	python -u scripts/export_wgcna_regulatory_supporting_evidence.py --help	--article-root	data/processed/regulatory/jaspar_promoter_tf_summary.tsv;data/processed/regulatory/promoter_methylation_pair_metrics.tsv;data/processed/regulatory/promoter_tf_regulatory_pair_metrics.tsv;data/processed/regulatory/wgcna/;data/processed/regulatory/wgcna/wgcna_input_preparation.tsv;data/processed/regulatory/wgcna/wgcna_pair_metrics_all_cancers.tsv;data/processed/regulatory/wgcna/wgcna_run_diagnostics_all_cancers.tsv;data/raw/regulatory/ensembl_promoters.tsv	152	81a44611bfc1cc2aacfd82d4a503a5b141978ae2a3637ff673910b84a0f4d18a	documented_from_source	2026-07-24T00:44:27.228700+00:00
scripts/finalize_genomic_circos_status.py	Python	genomic_circos	Finalize genomic Circos status and source provenance after all enrichment stages.	python -u scripts/finalize_genomic_circos_status.py --help	--candidates;--expression;--models;--output-dir;--promoters;--ranking;--wgcna	data/processed/circos;data/processed/expanded_candidate_universe.tsv;data/processed/regulatory/wgcna/;data/raw/depmap/;data/raw/depmap/Model.csv;data/raw/regulatory/ensembl_promoters.tsv;results/expanded_26Q1/full/expanded_rses_onco.tsv	204	078856e7f583184749d198f12a892cb6a6311e6ece59f2d44fd4a569d6972528	documented_from_source	2026-07-24T00:44:27.228700+00:00
scripts/generate_repository_documentation_assets.sh	Bash	documentation	No module-level description was recorded.	bash scripts/generate_repository_documentation_assets.sh		docs/DATA_ACQUISITION_AND_REPRODUCTION_V0110.md;docs/END_TO_END_ARTICLE_PROTOCOL.md;docs/GENOMIC_CIRCOS_WORKFLOW_V0112.md;docs/METHYLATION_DATA_AND_SCORING_V0111.md;docs/figures;docs/figures/RSES_Onco_workflow_and_applications.dot;docs/figures/RSES_Onco_workflow_and_applications.png;docs/figures/RSES_Onco_workflow_and_applications.svg;logs/documentation_assets;logs/documentation_assets/manuscript_pdf.log;logs/documentation_assets/supplementary_pdf.log;manuscript/RSES_Onco_intro_methods_draft_v0110.docx;manuscript/RSES_Onco_intro_methods_draft_v0110.md;manuscript/RSES_Onco_intro_methods_draft_v0110.pdf;supplementary/Supplementary_Methods_RSES_Onco_v0110.docx;supplementary/Supplementary_Methods_RSES_Onco_v0110.md;supplementary/Supplementary_Methods_RSES_Onco_v0110.pdf	140	096dd8d247c2cf82b238a30db841c543b4f6137a4d965eabe154446b78b18fae	documented_from_source	2026-07-24T00:44:27.228700+00:00
scripts/integrate_methylation_regulatory_layer.py	Python	expression_and_regulation	Integrate promoter methylation into the existing regulatory microniche domain. Methylation does not receive a new independent RSES-Onco domain weight. Instead, it shares the existing regulatory-network domain with DoRothEA TF associations, TF-expression consistency and JASPAR/FIMO promoter-motif support. Missing methylation remains missing and lowers regulatory subcoverage; it is never converted to biological zero.	python -u scripts/integrate_methylation_regulatory_layer.py --help	--candidates;--copy-number;--difference-saturation;--input;--loss-threshold;--methylation;--metrics-output;--min-group-size;--models;--output;--status-output	data/processed/regulatory/promoter_methylation_pair_metrics.tsv;data/processed/regulatory/promoter_methylation_status.json	290	9dfcae0391336a51ab2d1cc8608c59b3601529821aa8ef2467dae9a29d861a2c	documented_from_source	2026-07-24T00:44:27.228700+00:00
scripts/make_all_article_figures.py	Python	figures	Generate and validate every main, supplementary, structural and audit figure.	python -u scripts/make_all_article_figures.py --help	--annotations;--candidates;--config;--coverage;--discovery;--no-strict-layout;--output-root;--pharmacology;--proteins;--ranking;--render-manifest;--strict-layout;--structural-annotations;--structural-coverage;--structure-manifest;--top-n	config/article_assets.yaml;data/curated/human_nise_bonafide_2017.tsv;data/processed/expanded_candidate_universe.tsv;data/processed/structures/alphafold_structure_manifest.tsv;data/processed/structures/nise_structural_annotation_coverage.tsv;data/processed/structures/nise_structural_residue_annotations.tsv;data/processed/structures/nise_structure_render_manifest.tsv;results/expanded_26Q1/discovery/all_target_dependency_screen.tsv;results/expanded_26Q1/full/expanded_rses_onco.tsv;results/expanded_26Q1/pharmacology/pharmacology_ranked_hypotheses.tsv	146	97898a3987929504a830497fec9a57b9d461ffea1b53f85c6ea21408ad82957e	documented_from_source	2026-07-24T00:44:27.228700+00:00
scripts/make_audit_supplementary_figures.py	Python	figures	Generate supplementary evidence-audit and RSES robustness figures S33-S38.	python -u scripts/make_audit_supplementary_figures.py --help	--output-root;--strict-layout		78	3de1b80dd705d1a6ac68f0f500e53bfb54048e5685ea40a309d1dda764a8e67f	documented_from_source	2026-07-24T00:44:27.228700+00:00
scripts/make_empirical_figures.py	Python	figures	Generate publication-ready benchmark or expanded RSES-Onco figures.	python -u scripts/make_empirical_figures.py --help	--input;--output-dir;--top-n	results/empirical_26Q1/full/empirical_rses_onco_by_cancer.tsv	261	30754f8db46dbb03a0243b38e8af6c8976702b1f8a0f0184ca2a553cc6c859bb	documented_from_source	2026-07-24T00:44:27.228700+00:00
scripts/make_extended_multiomics_figures.py	Python	figures	Generate Supplementary Figures S71-S78 for the extended multi-omics layer.	python -u scripts/make_extended_multiomics_figures.py --help	--config;--output-root;--processed-dir;--ranking;--strict-layout	config/extended_multiomics_asset.yaml;data/figures/supplementary;data/processed/extended_multiomics;results/expanded_26Q1/full/expanded_rses_onco.tsv	594	03c6d56f23264a636d9ade6b07512f1d4c7e0f4e305953774727b44c67559441	documented_from_source	2026-07-24T00:44:27.228700+00:00
scripts/make_extended_supporting_figures.py	Python	figures	Generate source-backed supplementary Figures S39-S69. Each registered figure reads a declared machine-readable source. An absent or empty optional source is represented by an explicit unavailable-evidence row; it is never converted to biological zero. Every figure is exported as PNG, PDF and SVG with its exact plotting TSV and layout audit.	python -u scripts/make_extended_supporting_figures.py --help	--config;--output-root;--strict-layout	article_outputs/tables/qc/candidate_domain_evidence_audit.tsv;article_outputs/tables/qc/coverage_by_domain.tsv;article_outputs/tables/qc/evidence_category_assignments.tsv;article_outputs/tables/robustness/controlled_weight_perturbation.tsv;article_outputs/tables/robustness/missing_data_sensitivity.tsv;article_outputs/tables/robustness/ranking_correlations.tsv;article_outputs/tables/score_components/rses_onco_score_decomposition.tsv;article_outputs/tables/supporting_evidence/expression/coexpression_by_event_group.tsv;article_outputs/tables/supporting_evidence/expression/compensation_and_dependency_contrasts.tsv;article_outputs/tables/supporting_evidence/genomic_context/tcga_gene_event_summary.tsv;article_outputs/tables/supporting_evidence/localization/hpa_candidate_localization.tsv;article_outputs/tables/supporting_evidence/model_level/model_level_expression_crispr_copy_number.tsv;article_outputs/tables/supporting_evidence/networks/raw_sources/string_candidate_edges_all_channels.tsv;article_outputs/tables/supporting_evidence/pharmacology/pharmacology_evidence_long.tsv;article_outputs/tables/supporting_evidence/phenotypes/conditional_dependency_contrasts.tsv;article_outputs/tables/supporting_evidence/structures/uniprot_candidate_annotations.tsv;config/article_assets.yaml;data/processed/regulatory/expanded_pair_functional_evidence_by_cancer.tsv;data/processed/regulatory/jaspar_promoter_tf_summary.tsv;data/processed/regulatory/promoter_methylation_pair_metrics.tsv;data/processed/regulatory/wgcna/colon/wgcna_soft_threshold_diagnostics.tsv;data/processed/regulatory/wgcna/wgcna_correlation_fallback_all_cancers.tsv;data/processed/regulatory/wgcna/wgcna_pair_metrics_all_cancers.tsv;data/processed/regulatory/wgcna/wgcna_run_diagnostics_all_cancers.tsv;results/expanded_26Q1/full/expanded_rses_onco.tsv	251	ede3176975b72749f000a8b9fe1340953845b95ed60525cedcccb3a8edfcf88f	documented_from_source	2026-07-24T00:44:27.228700+00:00
scripts/make_figures.py	Python	figures	No module-level description was recorded.	python -u scripts/make_figures.py --help		data/curated/human_nise_bonafide_2017.tsv;results/dependency_contrasts.tsv;results/literature_anchored_candidates.tsv	180	0dd37df79ef6819e5525330bee5e410a1caff8e69cd3c23e2fcea4a743501ddb	documented_from_source	2026-07-24T00:44:27.228700+00:00
scripts/make_genomic_circos_figure.py	Python	genomic_circos	Generate Supplementary Figure S70: genomic Circos for NISE and paralog hypotheses.	python -u scripts/make_genomic_circos_figure.py --help	--config;--coordinates;--links;--output-root;--ring-values;--strict-layout;--tracks	config/article_assets.yaml;data/processed/circos/;data/processed/circos/genomic_circos_pair_links.tsv;data/processed/circos/genomic_circos_ring_values.tsv	526	4f173846f0ce17214d1570ac24c3bf3441d8d827735a449341d6f7aa8cc9b967	documented_from_source	2026-07-24T00:44:27.228700+00:00
scripts/make_genomic_circos_figure_resilient.py	Python	genomic_circos	Generate Figure S70 with a strict-layout-safe complete 35-ring legend.	python -u scripts/make_genomic_circos_figure_resilient.py --help			101	8a79e0e1b2ec223b4e7974866cae9496e5accf26ab953c667a4dd32b70c7d6f7	documented_from_source	2026-07-24T00:44:27.228700+00:00
scripts/make_main_figures.py	Python	figures	Generate every main article figure exclusively from analysis tables.	python -u scripts/make_main_figures.py --help	--candidates;--config;--discovery;--output-root;--pharmacology;--ranking;--strict-layout;--top-n	config/article_assets.yaml;data/processed/expanded_candidate_universe.tsv;results/expanded_26Q1/discovery/all_target_dependency_screen.tsv;results/expanded_26Q1/full/expanded_rses_onco.tsv;results/expanded_26Q1/pharmacology/pharmacology_ranked_hypotheses.tsv	504	0153283a4c8876fd6fc7b0e4f0550fdf9968f655ad654cfb26ea6a2402f0b0f7	documented_from_source	2026-07-24T00:44:27.228700+00:00
scripts/make_main_figures_resilient.py	Python	figures	Run main-figure generation with layout, scientific-display and evidence-audit resilience.	python -u scripts/make_main_figures_resilient.py --help			294	9d6be0a9ad51d06e55b43512bdebe8ab15de082060c1d9643a1963206318821a	documented_from_source	2026-07-24T00:44:27.228700+00:00
scripts/make_nise_structure_figures.py	Python	structural_analysis	Generate the complete human NISE structural atlas from PyMOL renders. Outputs: - Figure 8: representative high-priority NISE structural comparisons; - Figures S15-S29: one large, legible structural atlas per NISE activity group; - Figure S30: AlphaFold confidence and annotation coverage; - Figure S31: catalytic, binding and ligand-residue evidence provenance; - Figure S32: pairwise structural evidence across NISE directions. Molecular renders contain no text labels. Gene, accession, activity, confidence and residue descriptions are placed in dedicated figure areas to prevent overlap.	python -u scripts/make_nise_structure_figures.py --help	--annotations;--coverage;--output-root;--proteins;--ranking;--render-manifest;--strict-layout;--structure-manifest	data/curated/human_nise_bonafide_2017.tsv;data/figures/structures/Figure_8_human_nise_structures.tsv;data/figures/structures/Figure_S30_structure_confidence_coverage.tsv;data/figures/structures/Figure_S31_structural_residue_provenance.tsv;data/figures/structures/Figure_S32_pairwise_structural_evidence.tsv;data/figures/structures/{figure_id}_{group_id}.tsv;data/processed/structures/alphafold_structure_manifest.tsv;data/processed/structures/nise_structural_annotation_coverage.tsv;data/processed/structures/nise_structural_residue_annotations.tsv;data/processed/structures/nise_structure_render_manifest.tsv;results/expanded_26Q1/full/expanded_rses_onco.tsv;supplementary/Figure_S30_structure_confidence_coverage;supplementary/Figure_S31_structural_residue_provenance;supplementary/Figure_S32_pairwise_structural_evidence;supplementary/{figure_id}_{group_id}_structure_atlas	450	da60dc2bdef332b7de264cf85423e7ac6fb9be7bec06ae8caaedb20daf55e6d4	documented_from_source	2026-07-24T00:44:27.228700+00:00
scripts/make_supplementary_figures.py	Python	figures	Generate every supplementary article figure exclusively from source tables.	python -u scripts/make_supplementary_figures.py --help	--candidates;--config;--dependency;--discovery;--drug-sensitivity;--expression-compensation;--expression-profiles;--functional-evidence;--output-root;--pharmacology-coverage;--phenotype-profiles;--ranking;--strict-layout;--tcga-events	config/article_assets.yaml;data/processed/expanded_candidate_universe.tsv;data/processed/expanded_pair_functional_evidence.tsv;data/processed/pharmacology/drug_response_selectivity.tsv;results/expanded_26Q1/discovery/all_target_dependency_screen.tsv;results/expanded_26Q1/full/expanded_crispr_phenotype_profiles.tsv;results/expanded_26Q1/full/expanded_dependency_contrasts.tsv;results/expanded_26Q1/full/expanded_expression_compensation.tsv;results/expanded_26Q1/full/expanded_expression_context_profiles.tsv;results/expanded_26Q1/full/expanded_rses_onco.tsv;results/expanded_26Q1/full/tcga_gene_event_summary.tsv;results/expanded_26Q1/pharmacology/pharmacology_source_coverage.tsv	407	68edc77d6777c77b1988005a7a090e330d8ab242b75f037b8dc54360322555d2	documented_from_source	2026-07-24T00:44:27.228700+00:00
scripts/make_supplementary_figures_resilient.py	Python	figures	Run supplementary-figure generation with layout, semantic and coverage-audit resilience.	python -u scripts/make_supplementary_figures_resilient.py --help			76	95cde6124220edff919b917c3575c73a3dbb2f15037fbf3af5aca79a60ade47e	documented_from_source	2026-07-24T00:44:27.228700+00:00
scripts/materialize_extended_supplementary_tables.py	Python	tables_and_reproducibility	Materialize source-backed supplementary Tables S26-S43. Every table is copied or generated from a traceable pipeline source. Missing or empty sources remain explicitly empty/unavailable and are never replaced with invented biological evidence.	python -u scripts/materialize_extended_supplementary_tables.py --help	--article-root	data/processed/regulatory/jaspar_promoter_tf_summary.tsv;data/processed/regulatory/wgcna/wgcna_correlation_fallback_all_cancers.tsv;data/processed/regulatory/wgcna/wgcna_pair_metrics_all_cancers.tsv;data/processed/regulatory/wgcna/wgcna_run_diagnostics_all_cancers.tsv;results/expanded_26Q1/pharmacology/pharmacology_source_coverage.tsv	79	bf361fcfc5688064184b81022e84a64b31effd2762aa78abb14e32d68c4c7c8e	documented_from_source	2026-07-24T00:44:27.228700+00:00
scripts/prioritize_pharmacology.py	Python	pharmacology	Prioritize target-drug hypotheses for experimental cancer validation. The script merges RSES-Onco vulnerabilities with Open Targets, ChEMBL, DGIdb, MyChem, Pharos, CIViC and optional PRISM/GDSC/CTRP evidence. Outputs are research priorities, not treatment recommendations or claims of clinical efficacy.	python -u scripts/prioritize_pharmacology.py --help	--evidence;--output-dir;--ranking;--sensitivity	data/processed/pharmacology/drug_response_selectivity.tsv;data/processed/pharmacology/pharmacology_evidence_long.tsv;results/expanded_26Q1/full/expanded_rses_onco.tsv;results/expanded_26Q1/pharmacology	376	7a1f392f4ac0bd3ffdb8fdcee61cdc9e3d192c6a89b2a9532e8d898204b9b537	documented_from_source	2026-07-24T00:44:27.228700+00:00
scripts/publication_audit_figures.py	Python	figures	Source-backed coverage, missingness and robustness publication figures.	python -u scripts/publication_audit_figures.py --help			367	d2519ade3e26246a7d08ea06a43e6463997c8038004e8a34671aa2b14b3d47c8	documented_from_source	2026-07-24T00:44:27.228700+00:00
scripts/publication_figure5_cancer_context.py	Python	figures	Cancer-specific Figure 5 renderer with explicit missingness semantics.	python -u scripts/publication_figure5_cancer_context.py --help			149	30bb169b6fdd821ac9dae618f87635fa1f778bb027a3e31e22915043e248c21e	documented_from_source	2026-07-24T00:44:27.228700+00:00
scripts/publication_figure_s1_resilience.py	Python	figures	Data-adaptive, strict-layout-safe implementation of Supplementary Figure S1. The original fixed 3x2 grid allocated the same vertical space to panels with very different numbers and lengths of labels. Real-data runs can therefore produce valid content that fails the strict layout audit through y-tick collisions, especially in the mechanistic-class panel. This module preserves the same source tables and plotted records but derives row heights from the rendered label burden.	python -u scripts/publication_figure_s1_resilience.py --help			331	5fa784cb2d8037e80b923792c2956da8748e778031ef29545a9c2272034d874b	documented_from_source	2026-07-24T00:44:27.228700+00:00
scripts/publication_layout_resilience.py	Python	supporting_module	Publication-layout helpers for axis-off schematics and dense labels.	python -u scripts/publication_layout_resilience.py --help			111	73b86de828a1e2e35c64c918408d89d744c442017a6f8b161486df80c9efbf05	documented_from_source	2026-07-24T00:44:27.228700+00:00
scripts/publication_main_figure_corrections.py	Python	figures	Scientific and layout corrections for main Figures 1, 2, 4 and 5.	python -u scripts/publication_main_figure_corrections.py --help		config/article_assets.yaml	319	a6c7450c191dbd1b1c04f8256cdaf6f09dd88d2286745fb96cf1b4f945ee5737	documented_from_source	2026-07-24T00:44:27.228700+00:00
scripts/publication_pipeline_complete.sh	Bash	orchestration	Complete publication workflow wrapper with genomic Circos and script documentation.	bash scripts/publication_pipeline_complete.sh	--no-strict-layout;--strict-layout	config/genomic_circos_asset.yaml;data/processed/circos;data/processed/circos/genomic_circos_expression_model_values.tsv;data/processed/circos/genomic_circos_expression_summary.tsv;data/processed/circos/genomic_circos_gene_coordinates.tsv;data/processed/circos/genomic_circos_pair_links.tsv;data/processed/circos/genomic_circos_ring_values.tsv;data/processed/circos/genomic_circos_track_definitions.tsv;data/processed/documentation/pipeline_script_catalog.tsv;data/processed/expanded_candidate_universe.tsv};data/processed/expanded_pair_functional_evidence.tsv};data/processed/regulatory/wgcna/wgcna_pair_metrics_all_cancers.tsv};data/raw/depmap};data/raw/human_functional_evidence};data/raw/regulatory/ensembl_promoters.tsv};docs/SCRIPT_CATALOG.md;docs/script_manifest.tsv;logs/publication_26Q1};results/expanded_26Q1/full/expanded_rses_onco.tsv}	215	5b405ec2694fcb1b1ca2cc38d6a0e6a808145efdf901c4c186acd8b6fbffb188	documented_from_source	2026-07-24T00:44:27.228700+00:00
scripts/publication_pipeline_steps.sh	Bash	orchestration	Implementation of the RSES-Onco pharmacology, evidence-audit, robustness, structure and publication workflow.	bash scripts/publication_pipeline_steps.sh	--no-strict-layout;--strict-layout	config/article_assets.yaml;config/drug_sensitivity_sources.yaml;data/curated/human_nise_bonafide_2017.tsv};data/processed/expanded_candidate_universe.tsv};data/processed/expanded_class_member_inventory.tsv};data/processed/expanded_pair_functional_evidence.tsv};data/processed/pharmacology};data/processed/structures;data/processed/structures/alphafold_structure_manifest.tsv};data/processed/structures/nise_structural_annotation_coverage.tsv};data/processed/structures/nise_structural_residue_annotations.tsv};data/processed/structures/nise_structure_render_manifest.tsv};data/raw;data/raw/depmap};data/raw/pharmacology/api_cache;data/raw/structures;data/raw/structures/alphafold;data/raw/structures/annotation_cache;logs/publication_26Q1};logs/structures_26Q1};results/expanded_26Q1/discovery/all_target_dependency_screen.tsv};results/expanded_26Q1/full/expanded_rses_onco.tsv};results/expanded_26Q1/pharmacology}	324	3bfe97247b1e2e4f003784205428e33e7d4526fe8c0beefcd4141c650d7af3c6	documented_from_source	2026-07-24T00:44:27.228700+00:00
scripts/publication_robustness_figures.py	Python	figures	Comparability-aware robustness figures for RSES-Onco.	python -u scripts/publication_robustness_figures.py --help			141	a12ccc3792d8d2321582c9e80a521bcc17898ae190d73787eee15b0fcbfa7b56	documented_from_source	2026-07-24T00:44:27.228700+00:00
scripts/publication_scientific_semantics.py	Python	supporting_module	Scientific display helpers for main and supplementary publication figures. These helpers preserve composite biomarkers as features rather than inventing gene symbols, report the exact single FDR-supported all-target discovery when only one passes, and distinguish compound-resolved pharmacology rows from target-only evidence.	python -u scripts/publication_scientific_semantics.py --help			424	0c7aa09dbd80c62b9981b2e857c49af2790a30f0c1a27733f31bddc12ee3353f	documented_from_source	2026-07-24T00:44:27.228700+00:00
scripts/recompute_rses_with_extended_multiomics.py	Python	scoring	Recompute RSES-Onco v0.12.0 with causal extended multi-omics layers.	python -u scripts/recompute_rses_with_extended_multiomics.py --help	--evidence;--output;--ranking	data/processed/extended_multiomics/;results/expanded_26Q1/full/expanded_rses_onco.tsv	242	8d84aed16d9b6be67bd58ba36581cd1f727cee76f302922200875af2cd37ab09	documented_from_source	2026-07-24T00:44:27.228700+00:00
scripts/recompute_rses_with_wgcna_regulatory.py	Python	expression_and_regulation	Recompute RSES-Onco with WGCNA, promoter and methylation sublayers. The total functional-microniche weights are unchanged. Pairwise expression and WGCNA share the existing expression-context weight. DoRothEA, TF-expression consistency, promoter motifs and promoter methylation share the existing regulatory-network weight. Cancer-specific measurements are matched only to the corresponding cancer score row.	python -u scripts/recompute_rses_with_wgcna_regulatory.py --help	--functional-evidence;--output;--ranking		300	315ad985e247e0fd15b7eb3d1bca0971b3d19c0e91ff600517f924a65e41eaea	documented_from_source	2026-07-24T00:44:27.228700+00:00
scripts/register_genomic_circos_assets.py	Python	genomic_circos	Register Figure S70 and Supplementary Tables S45-S52 in publication manifests.	python -u scripts/register_genomic_circos_assets.py --help	--article-root	article_outputs/figures/supplementary/;article_outputs/source_data/figures/supplementary/;article_outputs/tables/supplementary/{name};config/genomic_circos_asset.yaml;data/processed/circos/genomic_circos_expression_model_values.tsv;data/processed/circos/genomic_circos_expression_summary.tsv;data/processed/circos/genomic_circos_gene_coordinates.tsv;data/processed/circos/genomic_circos_pair_links.tsv;data/processed/circos/genomic_circos_ring_values.tsv;data/processed/circos/genomic_circos_source_provenance.tsv;data/processed/circos/genomic_circos_track_definitions.tsv;data/processed/documentation/pipeline_script_catalog.tsv;data/tables	221	5ba93ec20c0c7c251204d7a7937a3b4b2af3ce49a56aa023e3e117531fb26c11	documented_from_source	2026-07-24T00:44:27.228700+00:00
scripts/render_nise_structures.py	Python	structural_analysis	Render publication-grade whole-structure and functional-site views with PyMOL. All residue labels are placed in the final scripted figure layout rather than on top of the molecular render, preventing label/structure overlap. Important known residues are shown as colored sticks and CA spheres. AlphaFold confidence is read from the PDB B-factor field and displayed using the standard confidence bands.	python -u scripts/render_nise_structures.py --help	--annotations;--height;--output-dir;--pymol;--refresh;--render-manifest;--strict;--structure-manifest;--width	article_outputs/structure_atlas/individual;data/processed/structures/alphafold_structure_manifest.tsv;data/processed/structures/nise_structural_residue_annotations.tsv;data/processed/structures/nise_structure_render_manifest.tsv	197	961984434deb69054d0d7f95e98d6654c0adc007c2d95796cffc9901deaa6fb0	documented_from_source	2026-07-24T00:44:27.228700+00:00
scripts/resume_wgcna_regulatory_pipeline.sh	Bash	expression_and_regulation	Resume from cached STRING/DoRothEA/HPA/UniProt evidence and rebuild RSES-Onco with signed WGCNA, TF-expression, promoter motifs and optional methylation.	bash scripts/resume_wgcna_regulatory_pipeline.sh		data/processed/pharmacology/pharmacology_evidence_long.tsv;data/processed/structures/alphafold_structure_manifest.tsv;data/processed/structures/nise_structural_residue_annotations.tsv;data/processed/structures/nise_structure_render_manifest.tsv;data/processed};data/raw/depmap};data/raw/human_functional_evidence/omnipath_dorothea.tsv};data/raw/regulatory/JASPAR2026_CORE_vertebrates_non-redundant.meme};data/raw/regulatory/ensembl_promoters.fa};data/raw/regulatory/ensembl_promoters.tsv};logs/expanded_26Q1_wgcna};results/expanded_26Q1}	289	ae7c6051f0662957c07cbfe62ec0ab1097eed257a23c13894e4719bb895d9cc1	documented_from_source	2026-07-24T00:44:27.228700+00:00
scripts/run_empirical_rses_onco.py	Python	scoring	Run cancer-specific empirical RSES-Onco with current DepMap/GDC inputs.	python -u scripts/run_empirical_rses_onco.py --help	--candidates;--copy-number;--expression;--expression-saturation-log2;--gene-effect;--loss-threshold;--min-group-size;--models;--output;--tcga	data/curated/synthetic_lethality_reference_pairs.tsv;results/empirical_rses_onco_by_cancer.tsv	159	0549b7d03176024d8fed27f8ba902a0105aacaaa18f049c349156c2a9708c3d1	documented_from_source	2026-07-24T00:44:27.228700+00:00
scripts/run_expanded_pipeline.sh	Bash	orchestration	End-to-end expanded RSES-Onco analysis, pharmacology and publication workflow.	bash scripts/run_expanded_pipeline.sh		data/processed};data/raw/depmap};data/raw/discovery/depmap_all_cn_discovered_pairs.tsv;data/raw/discovery/depmap_discovered_candidate_pairs.tsv};data/raw/ensembl/human_seed_paralogs.tsv};data/raw/gdc};data/raw/human_functional_evidence;logs/expanded_26Q1};results/expanded_26Q1}	326	d1bb81d7b2ade1372b9122f04d3b96af9a2fea4cfe8bbb4cfdfebac9163e5903	documented_from_source	2026-07-24T00:44:27.228700+00:00
scripts/run_expanded_pipeline_portable.sh	Bash	tables_and_reproducibility	Portable launcher for the expanded RSES-Onco pipeline. Direct execution of Python files under scripts/ makes Python place the scripts directory, rather than the repository root, at sys.path[0]. Some recovery entry points import sibling modules through the `scripts.*` namespace. Exporting the repository root through PYTHONPATH makes those imports deterministic in Linux, WSL, tmux, cron and non-interactive shells. The launcher also prepares the official OmniPath static DoRothEA backup before stages that acquire functional evidence. This avoids repeated long waits when the primary OmniPath REST service returns HTTP 5xx or connection timeouts.	bash scripts/run_expanded_pipeline_portable.sh	--check-python-imports	data/raw/human_functional_evidence/dorothea_official_static_9606.tsv;data/raw/human_functional_evidence/dorothea_official_static_9606_status.json	61	82bdeb6dec12c70b05c72aea6d635bca9f292389c9cf3dc7a4b8133d30af3238	documented_from_source	2026-07-24T00:44:27.228700+00:00
scripts/run_expanded_rses_onco.py	Python	scoring	Run eligibility-aware expanded RSES-Onco across all candidate directions. The workflow separates human functional-microniche evidence from cancer-specific therapeutic prioritization. Missing eligible evidence remains missing and lowers explicit coverage. Domains that cannot be evaluated for a hypothesis type are marked non-eligible and excluded from the eligible denominator. Technical or source failure is never converted into biological negative evidence.	python -u scripts/run_expanded_rses_onco.py --help	--candidates;--copy-number;--dependency-threshold;--expression;--functional-evidence;--gene-effect;--loss-threshold;--min-group-size;--models;--output;--tcga	data/processed/expanded_candidate_universe.tsv;data/processed/expanded_pair_functional_evidence.tsv;results/expanded_26Q1/expanded_rses_onco.tsv	629	a40ce85d99692eedcaed2d338c7e1ead2a4913a99fba2c51b88cae415bd4c1da	documented_from_source	2026-07-24T00:44:27.228700+00:00
scripts/run_literature_pilot.py	Python	orchestration	No module-level description was recorded.	python -u scripts/run_literature_pilot.py --help	--input;--output	data/curated/synthetic_lethality_reference_pairs.tsv;results/literature_anchored_candidates.tsv	32	aedef19ae4940062f496b3d2bc542988f727ea324c3abfe2094f5ab621d6adcb	documented_from_source	2026-07-24T00:44:27.228700+00:00
scripts/run_publication_pipeline.sh	Bash	orchestration	Canonical publication-pipeline entry point. `publication_pipeline_complete.sh` integrates model-level evidence, raw functional source exports, the established publication stages, extended validation, reproduction documentation and the mandatory manual-inspection checklist. bash scripts/run_publication_pipeline.sh assets-only bash scripts/run_publication_pipeline.sh all	bash scripts/run_publication_pipeline.sh			14	ef937e7ebaf87603bd6c16d7e7e9c449d98c342707d2c60ed3cae1f4d4ca0c0a	documented_from_source	2026-07-24T00:44:27.228700+00:00
